critical_issues,serious_issues,moderate_issues,minor_issues,total_elements,wcag_level,compliance_score
16,1,54,143,523,1,69.59847036328871
7,49,9,96,405,2,64.32098765432099
1,11,95,76,729,2,79.21810699588477
12,25,41,139,242,2,28.925619834710744
2,22,40,54,748,2,86.09625668449198
15,17,76,50,320,1,51.09375
5,31,68,101,163,0,0.0
18,48,9,28,946,1,86.1522198731501
6,37,9,68,572,0,80.68181818181819
9,46,90,79,104,0,0.0
8,2,59,30,819,0,88.64468864468864
1,37,50,111,114,1,0.0
14,2,20,45,733,1,89.97271487039563
4,29,7,96,321,1,66.82242990654206
3,0,64,51,551,1,82.66787658802178
19,29,91,137,711,1,66.10407876230661
3,44,77,73,411,0,54.8661800486618
17,31,84,40,195,1,5.384615384615387
3,27,29,76,992,0,88.55846774193549
16,20,84,130,258,1,18.217054263565885
11,45,48,113,335,1,42.08955223880597
16,12,8,51,59,2,0.0
9,26,16,86,788,0,85.27918781725889
0,35,68,108,235,1,25.744680851063833
17,6,57,140,623,1,72.71268057784911
17,21,56,68,646,1,75.92879256965944
13,9,61,119,513,2,68.81091617933723
14,38,94,66,183,0,0.0
11,14,51,60,884,1,85.97285067873304
3,14,60,70,858,1,85.78088578088578
2,3,39,29,220,1,71.81818181818181
19,31,37,145,262,2,25.954198473282446
11,22,42,95,579,1,75.04317789291882
6,5,62,55,875,0,87.54285714285714
10,23,18,52,551,0,82.12341197822141
0,19,99,6,621,0,78.98550724637681
5,36,49,96,649,0,75.19260400616332
14,19,32,112,76,1,0.0
14,11,12,124,117,2,0.0
18,32,77,131,839,2,73.00357568533968
10,27,96,120,457,2,52.625820568927786
1,7,61,37,601,1,84.69217970049917
13,0,92,121,158,2,0.0
1,36,42,25,123,0,10.162601626016269
3,21,48,128,627,1,76.15629984051037
16,5,35,3,729,2,89.57475994513031
2,20,9,38,311,0,80.06430868167203
12,31,94,53,417,0,54.19664268585132
8,34,5,32,835,1,89.46107784431138
6,14,56,19,898,1,89.03118040089088
14,4,0,15,919,2,95.4842219804135
10,45,70,148,286,2,19.055944055944053
19,49,57,126,776,2,70.16752577319588
1,47,90,86,415,1,50.48192771084337
14,5,20,81,335,2,71.34328358208955
13,24,91,61,427,2,57.02576112412178
19,45,79,30,710,0,71.90140845070422
10,39,55,41,879,0,82.48009101251422
2,28,86,11,955,0,85.6020942408377
16,6,19,64,425,2,78.3529411764706
11,39,53,72,668,1,74.62574850299401
14,12,24,130,702,0,80.76923076923077
15,37,27,114,125,1,0.0
4,17,4,136,58,2,0.0
19,1,20,105,245,2,54.285714285714285
5,7,17,15,856,0,94.74299065420561
18,10,46,77,841,1,83.88822829964329
4,32,69,124,942,0,80.14861995753715
2,37,56,130,679,2,73.41678939617084
0,47,92,140,339,1,31.415929203539832
5,26,18,129,110,0,0.0
14,19,96,111,986,2,78.90466531440163
1,11,64,126,438,0,66.78082191780823
2,42,2,20,896,1,91.18303571428571
16,30,41,146,867,1,77.97001153402537
11,26,20,88,949,1,86.82824025289779
17,31,98,46,612,1,67.07516339869281
14,9,39,149,613,1,74.71451876019576
11,2,66,84,683,0,80.52708638360176
15,44,24,127,728,0,74.79395604395604
7,26,54,71,57,0,0.0
13,34,83,41,418,0,56.81818181818182
16,30,51,8,94,2,0.0
7,14,43,24,393,2,77.09923664122138
14,15,97,1,806,0,81.63771712158808
13,12,84,18,845,2,83.78698224852072
17,48,55,19,424,2,59.7877358490566
19,34,54,69,668,1,73.42814371257485
6,10,86,16,76,0,0.0
2,20,69,123,242,2,32.02479338842976
11,10,76,88,979,2,83.96322778345251
2,29,86,93,898,0,79.9554565701559
19,47,72,83,406,1,45.320197044334975
13,34,80,130,111,0,0.0
14,21,65,86,111,1,0.0
13,37,18,50,471,2,73.56687898089172
6,30,82,81,843,1,78.70699881376038
16,13,6,7,682,1,91.05571847507332
11,23,62,120,841,0,78.77526753864447
19,49,41,3,600,2,74.33333333333334
3,48,41,85,429,0,62.354312354312356
8,31,58,127,326,0,43.55828220858896
5,35,19,109,655,2,79.23664122137404
15,31,72,98,480,0,58.85416666666667
1,14,16,36,164,0,65.2439024390244
7,42,26,70,737,1,81.27544097693351
10,34,46,32,170,0,21.764705882352942
12,2,1,30,574,2,92.50871080139373
16,15,62,124,948,0,81.17088607594937
7,4,61,11,465,1,81.3978494623656
17,20,99,10,212,0,20.754716981132077
17,9,18,87,836,0,86.96172248803828
13,18,16,71,959,0,89.10323253388947
14,24,68,31,737,1,79.9864314789688
5,3,38,56,386,2,79.14507772020725
10,28,81,85,428,2,56.6588785046729
12,18,70,18,373,1,65.14745308310992
0,42,80,115,222,1,9.684684684684683
5,1,38,13,836,0,93.30143540669856
8,9,35,32,113,2,28.761061946902657
7,42,39,9,150,1,19.66666666666667
10,24,44,79,371,2,62.3989218328841
18,19,3,63,115,0,13.91304347826086
8,47,24,67,892,1,83.85650224215246
16,18,68,91,606,2,71.53465346534654
11,22,29,124,648,2,77.46913580246914
13,23,75,79,507,0,65.48323471400394
14,10,67,58,628,1,77.86624203821655
15,45,87,96,502,2,53.68525896414343
19,33,28,18,308,0,59.57792207792208
0,27,72,148,983,2,81.02746693794506
9,4,67,21,766,0,86.74934725848564
7,4,50,8,475,2,84.42105263157895
17,20,23,8,985,2,90.76142131979695
0,11,13,26,227,0,81.27753303964758
1,49,68,16,980,1,84.54081632653062
0,3,17,44,329,0,86.77811550151975
0,48,41,7,393,1,70.3562340966921
8,41,56,145,66,2,0.0
12,19,82,124,345,2,43.04347826086956
0,37,11,122,251,0,49.20318725099602
12,24,81,32,733,0,78.58117326057298
19,13,16,0,968,1,92.40702479338843
6,10,29,5,823,1,92.89185905224788
1,31,87,40,243,1,36.008230452674894
5,10,74,4,198,0,48.989898989899
6,17,98,79,424,2,58.72641509433962
13,26,22,17,937,0,89.80789754535752
17,17,80,81,84,2,0.0
14,22,0,64,418,0,77.7511961722488
1,10,78,82,78,0,0.0
9,20,31,135,824,1,82.22087378640776
11,43,8,130,270,2,40.925925925925924
16,4,14,24,102,0,37.254901960784316
7,22,27,68,982,0,89.0020366598778
10,40,23,81,840,2,82.91666666666667
2,24,59,116,402,0,60.9452736318408
5,40,34,94,441,2,65.75963718820861
8,9,85,32,125,1,0.0
5,21,26,110,543,1,77.44014732965009
8,18,82,145,737,2,73.20217096336499
6,0,75,124,571,1,73.90542907180385
8,6,19,15,166,2,68.97590361445782
17,3,64,79,329,0,56.838905775075986
11,0,84,37,779,0,84.01797175866496
7,14,48,134,224,2,33.03571428571429
7,39,0,77,795,0,86.0377358490566
17,11,9,62,998,1,90.93186372745491
19,21,46,111,813,0,78.96678966789668
14,21,58,88,344,0,53.05232558139535
6,49,95,37,500,2,60.199999999999996
10,46,61,149,883,1,74.57531143827859
19,16,85,143,567,0,61.46384479717813
15,28,17,51,70,0,0.0
3,45,45,28,122,2,0.0
5,13,31,143,891,2,85.18518518518519
2,49,26,75,85,1,0.0
8,19,91,144,556,0,62.67985611510791
9,49,17,63,948,2,85.23206751054852
13,47,38,90,282,2,36.347517730496456
10,32,48,88,777,2,79.40797940797941
17,42,92,12,546,1,64.28571428571428
11,14,81,71,255,2,37.450980392156865
11,11,43,4,475,1,82.42105263157895
12,39,71,11,990,1,83.93939393939394
12,19,53,2,93,0,0.0
18,29,94,32,140,0,0.0
18,37,33,120,978,1,81.13496932515338
13,2,70,49,877,0,85.91790193842645
3,27,35,136,519,0,71.1946050096339
12,25,17,28,654,2,85.85626911314985
7,29,37,38,516,0,78.00387596899225
18,12,58,90,900,1,82.55555555555556
11,12,8,99,503,0,80.61630218687873
17,1,72,16,644,2,82.06521739130434
5,36,71,55,382,1,57.460732984293195
17,48,50,45,556,0,67.89568345323741
18,37,34,66,843,1,81.19810201660735
4,1,81,141,519,0,68.97880539499036
8,35,4,66,70,2,0.0
2,25,13,22,277,0,76.35379061371842
9,10,91,93,425,1,59.88235294117647
18,7,29,53,179,1,43.01675977653632
2,43,3,137,736,1,80.97826086956522
14,39,38,76,669,0,75.7100149476831
0,42,83,15,463,0,66.84665226781857
6,21,63,40,844,0,85.01184834123222
11,19,24,97,120,2,0.0
16,7,27,127,453,2,70.64017660044149
19,28,75,60,611,2,69.72176759410802
4,39,65,85,656,1,73.47560975609755
3,25,77,117,840,1,78.69047619047619
11,29,21,99,446,1,69.50672645739911
19,16,30,48,386,1,69.94818652849742
17,19,22,1,693,1,87.73448773448773
16,15,47,119,554,0,70.93862815884476
18,45,19,122,959,1,80.86548488008341
8,42,37,85,325,0,51.230769230769226
3,6,54,76,941,2,88.62911795961743
1,15,67,135,62,2,0.0
3,44,78,58,52,2,0.0
1,46,87,11,273,2,40.10989010989011
14,47,88,3,224,2,16.07142857142857
1,26,0,116,948,1,89.55696202531645
3,22,6,94,434,1,78.80184331797236
5,23,56,124,651,1,75.0384024577573
6,8,94,40,969,2,85.75851393188854
9,34,11,122,290,2,51.37931034482759
18,19,4,6,596,0,88.00335570469798
18,36,49,68,63,1,0.0
11,41,41,68,244,2,35.040983606557376
2,16,11,80,446,2,82.28699551569507
12,46,17,29,480,2,74.0625
17,30,65,72,355,0,49.29577464788733
7,7,73,5,383,2,73.89033942558746
14,14,78,88,774,0,77.90697674418604
0,30,93,146,459,0,54.030501089324616
2,29,16,65,52,1,0.0
7,45,67,9,740,2,79.32432432432432
3,19,70,143,601,0,70.71547420965058
15,38,61,36,501,2,66.86626746506985
9,11,40,76,725,1,84.48275862068965
11,48,94,76,868,1,73.963133640553
13,16,33,31,796,0,87.62562814070353
13,41,69,46,818,1,78.0562347188264
1,29,44,109,921,1,84.36482084690554
4,28,57,119,544,1,69.39338235294117
4,18,50,9,466,2,80.79399141630901
5,45,33,96,440,2,63.97727272727273
12,10,43,4,422,0,80.09478672985782
8,33,14,76,677,0,82.6440177252585
14,49,77,0,101,1,0.0
13,6,69,130,425,1,60.23529411764706
6,43,49,66,444,0,64.3018018018018
19,33,31,14,972,1,87.08847736625515
1,19,66,92,191,0,25.392670157068068
6,49,2,29,135,2,24.444444444444443
5,37,85,102,513,1,60.721247563352826
16,23,85,81,95,1,0.0
1,9,73,74,893,1,85.94624860022397
2,31,50,59,287,2,54.70383275261324
4,14,66,39,59,2,0.0
4,36,75,73,713,1,75.66619915848527
0,19,92,120,622,0,70.9807073954984
7,2,47,146,579,2,76.3385146804836
11,36,16,2,647,1,85.6259659969088
3,39,6,35,698,1,87.39255014326648
12,7,12,42,962,2,92.98336798336798
14,39,65,142,791,0,71.87104930467763
10,43,3,114,689,1,79.02757619738752
9,22,9,108,665,0,82.85714285714286
2,39,87,89,747,0,74.02945113788488
13,10,16,83,958,2,89.71816283924844
15,45,51,76,227,1,17.841409691629963
9,7,5,4,918,1,96.13289760348584
9,28,82,77,55,0,0.0
11,29,68,90,902,2,80.21064301552107
8,9,95,86,356,2,52.94943820224719
0,38,73,13,597,2,77.1356783919598
4,27,8,103,376,0,71.27659574468085
19,48,90,82,405,0,40.49382716049382
7,35,76,53,842,1,79.92874109263659
10,12,82,131,444,2,58.22072072072072
11,31,20,94,349,0,61.174785100286535
0,35,23,8,575,2,86.17391304347827
19,36,3,52,798,0,84.83709273182957
10,25,23,76,334,1,64.52095808383234
4,21,58,59,379,2,66.49076517150397
14,3,98,45,99,0,0.0
4,30,2,53,822,2,90.08515815085158
11,17,67,73,671,0,77.4962742175857
4,37,39,111,758,0,79.15567282321899
16,23,47,94,427,0,62.41217798594848
16,22,53,22,813,2,84.13284132841329
11,21,34,26,649,0,84.51463790446842
14,1,94,69,874,1,81.92219679633867
14,30,55,108,587,2,68.99488926746167
5,10,88,76,823,1,81.65249088699878
11,27,39,49,193,1,34.71502590673575
19,45,76,123,109,2,0.0
17,31,67,18,917,0,82.93347873500545
13,4,45,0,829,1,90.71170084439083
1,37,77,39,124,2,0.0
8,9,12,21,52,0,0.0
4,39,26,111,624,2,76.28205128205128
19,45,5,39,797,2,83.6888331242158
0,23,16,37,497,2,86.11670020120724
2,34,35,47,790,0,85.63291139240506
5,43,98,74,951,1,77.97055730809674
4,47,80,106,324,1,34.722222222222214
4,22,1,7,579,2,92.14162348877375
0,16,76,85,641,2,77.76911076443058
16,0,51,67,264,0,55.871212121212125
18,30,65,74,732,2,75.0
13,30,51,136,534,2,64.41947565543072
11,41,91,89,378,2,42.063492063492056
9,41,42,129,304,1,38.81578947368421
19,33,89,79,436,2,50.45871559633027
17,8,21,94,175,1,34.85714285714285
10,21,54,69,816,0,82.84313725490196
1,12,66,89,633,0,79.38388625592417
17,24,98,58,599,1,67.1118530884808
6,47,59,146,373,1,42.493297587131366
14,17,57,27,253,1,50.98814229249012
10,11,11,71,221,1,62.44343891402715
17,39,87,13,784,2,76.27551020408163
11,16,68,23,266,1,52.81954887218045
5,14,83,111,294,1,42.3469387755102
19,41,38,43,385,1,58.7012987012987
12,14,12,55,752,2,88.76329787234043
19,14,40,119,347,2,54.32276657060518
15,38,56,31,881,2,82.00908059023837
17,12,52,24,231,0,49.78354978354979
9,16,11,115,383,2,71.14882506527415
7,31,12,65,560,1,81.25
17,8,73,41,432,2,67.70833333333333
0,39,96,75,766,2,74.93472584856397
7,19,56,136,922,1,81.94143167028199
5,25,39,37,248,2,57.66129032258064
4,26,79,60,381,0,59.05511811023622
14,20,44,88,214,2,31.775700934579447
14,17,34,17,291,0,67.01030927835052
1,12,2,69,949,0,94.0463645943098
0,15,4,81,691,0,90.30390738060781
10,8,89,115,276,1,35.326086956521735
9,11,10,79,683,2,87.70131771595901
17,43,70,14,605,0,70.99173553719008
17,37,55,12,500,0,69.9
16,18,9,118,245,2,48.16326530612245
7,6,33,42,919,1,91.62132752992383
14,34,66,56,253,1,31.620553359683782
7,47,71,16,507,0,67.75147928994083
16,17,30,31,879,1,88.28213879408419
11,15,74,149,306,2,36.9281045751634
7,38,70,54,578,1,70.93425605536332
13,3,65,12,321,2,68.38006230529595
3,24,69,46,58,0,0.0
0,31,40,86,810,2,84.01234567901234
0,39,62,61,998,0,84.86973947895791
18,12,31,28,250,2,60.4
15,44,19,21,108,2,0.0
13,16,56,64,936,1,85.25641025641025
15,48,97,28,442,2,51.80995475113122
4,36,49,47,701,0,80.81312410841655
8,5,79,4,168,2,37.797619047619044
1,18,24,100,602,0,82.89036544850498
17,12,11,70,448,0,78.125
5,25,70,140,883,2,78.76557191392979
8,13,38,137,380,1,62.631578947368425
0,30,16,65,316,2,70.41139240506328
8,3,44,71,569,2,82.42530755711775
15,38,10,24,744,1,85.34946236559139
12,7,69,59,529,0,74.85822306238185
8,24,22,39,183,2,48.90710382513661
12,12,90,6,742,1,81.80592991913747
8,31,69,45,965,1,84.04145077720207
10,37,37,85,984,0,84.2479674796748
3,37,1,140,404,1,67.20297029702971
1,27,85,20,633,0,78.2780410742496
5,29,83,0,547,2,75.04570383912248
13,2,88,122,674,1,73.59050445103857
3,27,78,146,156,2,0.0
5,2,92,124,339,1,50.73746312684366
18,44,71,32,874,1,78.37528604118992
5,33,36,3,678,2,85.69321533923303
1,15,48,2,681,1,89.20704845814979
17,21,51,90,196,2,17.60204081632652
12,31,32,51,376,2,65.95744680851064
8,37,21,27,464,0,77.15517241379311
18,7,4,69,259,2,67.18146718146718
12,7,17,56,345,0,76.95652173913044
10,5,37,107,447,2,73.60178970917227
0,13,36,143,152,1,16.44736842105263
6,31,93,23,685,2,76.2043795620438
14,34,94,76,806,1,73.82133995037222
0,9,63,75,557,0,79.53321364452424
11,2,9,68,940,1,92.76595744680851
6,11,78,100,917,2,82.93347873500545
14,48,41,91,258,1,27.713178294573652
18,30,47,91,982,0,82.33197556008147
0,28,43,29,477,1,79.14046121593292
16,4,81,17,442,1,71.15384615384616
16,24,86,43,875,2,79.94285714285715
2,40,96,98,965,2,78.34196891191709
11,30,15,120,158,1,10.12658227848101
5,20,53,114,938,0,84.00852878464819
10,19,34,59,397,1,71.78841309823677
2,38,97,145,99,0,0.0
7,21,27,55,965,0,89.63730569948187
13,3,1,30,154,0,69.8051948051948
13,12,93,100,469,1,60.127931769722814
9,44,12,58,422,0,70.37914691943128
1,41,40,123,76,1,0.0
13,49,79,129,849,0,71.37809187279152
8,48,58,96,818,0,76.28361858190709
2,19,68,106,322,1,52.329192546583855
7,12,91,17,698,2,81.16045845272205
15,16,52,144,389,2,54.24164524421594
1,35,44,70,350,1,61.857142857142854
5,32,19,105,529,1,75.51984877126654
11,0,23,53,883,2,91.90260475651189
4,14,60,93,593,2,77.15008431703204
1,12,90,75,606,2,75.66006600660066
15,16,93,34,314,1,47.77070063694268
4,23,57,10,591,0,82.31810490693739
14,7,26,60,645,1,85.34883720930233
11,49,25,43,215,2,33.95348837209302
3,26,6,120,365,0,69.58904109589041
14,44,41,67,50,1,0.0
10,22,46,24,810,2,86.29629629629629
15,45,52,83,310,1,38.38709677419355
5,7,58,113,112,0,0.0
13,7,37,131,532,2,73.87218045112782
17,25,68,0,725,1,80.75862068965517
11,46,86,130,370,0,34.5945945945946
10,12,91,85,895,0,80.83798882681565
12,38,97,61,250,1,16.60000000000001
10,36,52,63,271,0,41.88191881918819
15,48,14,144,201,2,6.46766169154229
14,27,95,125,693,0,67.38816738816739
14,24,25,104,675,1,79.11111111111111
3,15,47,61,511,2,79.25636007827788
10,1,94,34,266,0,50.18796992481203
18,17,18,12,245,0,65.10204081632654
14,16,8,42,842,2,90.38004750593824
3,29,63,129,251,2,29.482071713147405
12,38,92,110,696,0,67.24137931034483
18,12,53,127,283,2,39.75265017667845
1,31,50,50,190,1,35.0
13,49,38,143,757,0,72.39101717305152
3,28,3,145,547,1,77.42230347349178
15,45,2,134,604,0,72.43377483443709
19,29,63,44,106,1,0.0
13,17,28,41,981,1,89.80632008154944
14,12,10,134,553,2,77.75768535262206
2,42,96,14,191,0,10.994764397905755
7,20,57,59,771,2,83.07392996108949
15,29,74,39,633,2,73.61769352290679
9,20,26,111,785,0,83.5031847133758
3,47,96,76,588,1,64.20068027210885
17,16,20,104,689,0,81.13207547169812
1,39,38,106,155,0,2.258064516129039
16,18,94,121,214,0,0.23364485981308292
12,14,45,79,264,2,50.946969696969695
3,8,65,124,120,0,0.0
10,9,90,133,765,0,75.16339869281046
6,43,35,31,714,0,82.21288515406162
11,30,74,107,628,1,69.02866242038216
9,22,81,113,139,1,0.0
6,29,64,145,821,1,76.61388550548112
12,32,62,67,923,1,81.85265438786566
6,8,98,126,277,2,33.212996389891686
16,46,34,134,128,2,0.0
9,0,30,113,657,0,84.09436834094369
9,43,27,7,398,2,71.60804020100502
3,34,0,63,891,1,90.06734006734007
19,10,24,134,943,0,84.72958642629905
3,33,42,40,295,0,60.16949152542373
6,15,83,39,321,1,57.320872274143305
0,8,66,2,452,1,82.52212389380531
11,31,62,144,718,1,71.7966573816156
12,14,50,109,165,2,9.393939393939405
9,11,1,113,484,0,80.99173553719008
14,32,81,111,579,1,63.29879101899827
12,44,63,149,491,0,53.66598778004074
8,13,73,3,221,0,50.2262443438914
8,7,68,133,65,2,0.0
14,7,8,25,801,0,92.63420724094881
9,26,1,138,947,1,86.58922914466737
9,11,33,16,105,1,28.095238095238102
7,0,59,91,640,0,81.484375
15,42,60,30,152,0,0.0
16,39,30,143,333,2,42.34234234234234
4,41,9,106,754,1,82.55968169761273
3,10,75,145,566,1,70.22968197879858
17,38,35,110,667,0,72.86356821589206
18,42,84,100,327,0,28.74617737003058
3,30,48,111,934,0,83.45824411134903
6,16,69,61,661,1,79.50075642965204
9,32,48,111,799,0,78.78598247809762
17,31,2,115,318,2,55.9748427672956
18,28,73,34,882,2,80.95238095238095
3,20,4,27,449,0,88.08463251670378
9,20,89,102,552,2,65.94202898550725
0,39,60,124,135,2,0.0
17,22,84,101,369,2,45.392953929539296
4,5,89,136,81,2,0.0
14,21,25,142,385,2,59.61038961038961
16,49,71,20,100,1,0.0
2,37,4,51,128,0,30.46875
11,36,14,96,747,2,81.52610441767068
1,44,15,50,223,0,51.5695067264574
0,7,0,82,997,2,94.83450351053159
16,40,15,54,667,1,79.91004497751125
15,48,36,76,550,1,68.0
4,34,2,126,624,2,80.12820512820512
14,10,51,92,125,2,0.0
2,23,46,87,365,2,64.93150684931507
6,48,94,79,882,1,75.34013605442178
10,20,12,91,422,1,74.5260663507109
9,1,79,46,130,0,6.538461538461533
8,39,54,37,922,1,84.05639913232105
13,18,20,138,689,2,79.39042089985486
12,38,65,14,744,0,79.43548387096774
1,27,53,0,804,1,88.12189054726369
2,16,26,134,746,1,83.78016085790884
6,5,37,0,781,2,92.76568501920615
17,18,89,48,120,0,0.0
2,37,57,95,903,1,81.83831672203766
9,27,61,25,715,1,81.53846153846153
6,1,45,86,806,2,87.40694789081886
8,37,88,92,701,0,70.68473609129815
16,36,10,101,120,0,0.0
10,3,71,70,95,0,0.0
6,21,7,139,96,0,0.0
13,25,96,94,640,2,67.734375
18,48,70,117,471,1,49.78768577494692
3,42,63,147,198,1,0.0
5,35,20,118,959,0,85.24504692387904
9,12,71,50,179,0,26.256983240223462
6,31,62,80,505,0,68.21782178217822
12,16,84,35,688,1,78.2703488372093
13,40,63,66,926,1,80.34557235421167
3,35,19,128,680,0,79.19117647058823
7,45,7,113,918,2,84.20479302832244
4,18,57,110,554,1,73.46570397111913
0,34,45,141,978,1,82.97546012269939
3,45,30,99,823,0,81.40947752126367
2,39,92,108,293,2,28.839590443686006
8,27,8,119,523,0,76.2906309751434
7,0,14,78,431,0,84.45475638051045
0,41,93,133,152,2,0.0
5,17,25,18,538,2,87.0817843866171
8,47,9,126,86,2,0.0
6,39,28,28,703,1,83.99715504978663
3,32,79,23,598,0,75.8361204013378
12,11,35,9,569,1,85.9402460456942
16,7,83,104,792,2,77.58838383838383
1,23,36,144,382,1,62.17277486910995
4,15,85,54,446,2,68.0493273542601
11,49,70,146,345,2,30.869565217391298
7,3,22,1,156,0,73.71794871794872
5,37,40,146,909,0,80.36303630363037
7,43,92,134,579,0,58.98100172711572
17,26,79,110,874,1,76.31578947368422
2,8,27,37,132,0,53.409090909090914
11,46,47,130,983,2,79.34893184130213
2,15,37,101,337,0,66.1721068249258
5,11,30,94,755,1,86.29139072847683
1,30,13,91,510,0,79.31372549019608
11,23,96,70,264,0,28.977272727272734
1,13,72,23,330,0,68.18181818181819
5,44,90,67,781,1,74.45582586427656
16,24,87,127,508,2,56.98818897637795
2,33,76,92,850,2,79.35294117647058
1,2,89,43,393,2,70.61068702290076
19,23,28,132,243,0,31.48148148148148
7,41,50,54,207,0,26.328502415458928
11,8,48,28,514,1,81.32295719844358
3,25,42,36,153,2,32.35294117647058
4,19,91,114,83,0,0.0
12,39,91,2,151,0,0.0
14,9,71,121,688,0,74.8546511627907
15,18,86,42,775,1,78.83870967741936
9,2,92,6,374,2,68.98395721925134
15,23,4,124,993,1,86.85800604229607
11,4,41,48,857,2,89.14819136522753
16,2,6,120,740,2,86.35135135135135
15,26,41,72,641,0,77.22308892355694
11,15,35,40,190,0,47.631578947368425
7,48,26,105,523,0,68.54684512428298
19,14,57,76,80,0,0.0
2,34,45,126,933,0,82.52947481243301
15,11,65,90,984,2,84.09552845528455
12,40,24,7,112,0,0.4464285714285694
18,43,72,31,609,0,69.12972085385879
7,25,26,63,136,1,19.85294117647058
4,46,0,137,353,1,58.78186968838527
19,33,86,12,110,2,0.0
7,22,73,92,445,2,62.69662921348315
11,30,41,60,383,1,63.9686684073107
0,49,51,7,835,1,84.67065868263472
19,19,24,28,460,0,77.28260869565217
5,11,53,94,333,0,62.012012012012015
17,22,66,40,515,2,70.29126213592232
7,3,5,148,129,1,24.418604651162795
6,22,57,10,741,2,85.56005398110662
0,47,69,1,833,0,83.19327731092437
15,47,52,130,126,2,0.0
11,0,65,79,782,2,83.82352941176471
5,24,57,86,954,2,84.69601677148847
19,1,81,105,843,0,79.47805456702254
1,29,86,138,589,2,65.95925297113752
13,2,1,16,410,0,90.73170731707317
3,20,75,22,126,1,3.1746031746031775
0,24,21,47,558,2,85.57347670250896
17,19,36,19,213,2,49.29577464788733
12,48,19,1,58,0,0.0
1,21,23,87,224,2,55.357142857142854
8,20,83,30,511,0,71.81996086105676
1,32,64,129,356,2,49.85955056179775
8,37,64,77,637,1,72.68445839874411
0,14,80,3,294,1,65.1360544217687
10,45,0,140,171,1,7.89473684210526
2,14,93,127,234,2,22.43589743589743
19,45,2,133,81,2,0.0
3,24,45,30,811,1,87.422934648582
17,20,54,137,618,1,69.8220064724919
5,23,74,20,359,0,64.20612813370474
2,4,87,22,421,0,74.34679334916865
10,5,85,130,705,1,74.822695035461
14,48,63,147,879,1,73.09442548350398
4,42,44,28,645,2,80.0
19,47,25,104,105,1,0.0
9,43,76,51,840,0,78.0952380952381
11,46,64,114,322,0,34.161490683229815
14,22,23,100,513,0,73.87914230019493
16,3,73,83,727,0,79.22971114167814
9,26,34,60,505,0,76.03960396039604
5,17,23,124,719,0,83.24061196105703
17,20,27,70,298,1,57.718120805369125
12,27,99,69,747,0,73.49397590361446
2,34,79,138,127,0,0.0
9,21,15,107,583,0,79.7598627787307
13,39,58,20,157,0,2.866242038216555
5,22,80,130,322,1,41.61490683229814
2,2,53,81,813,2,87.63837638376384
15,39,78,87,64,2,0.0
6,49,15,110,419,2,62.88782816229117
19,9,14,9,353,2,80.1699716713881
13,24,97,11,721,0,77.18446601941747
8,48,10,6,254,2,60.23622047244094
14,7,64,144,162,2,0.0
2,10,78,113,729,1,78.94375857338821
1,4,89,25,914,1,88.01969365426696
1,44,67,14,302,1,52.980132450331126
2,36,42,32,490,0,76.3265306122449
17,44,68,61,235,0,15.531914893617014
13,37,98,46,908,0,77.69823788546256
19,28,12,94,276,1,49.63768115942029
17,4,9,34,577,2,88.56152512998267
9,8,74,75,717,1,80.2649930264993
1,47,81,122,403,0,46.7741935483871
0,1,97,82,672,1,79.24107142857143
3,0,40,24,50,2,0.0
13,39,49,56,602,0,73.17275747508306
0,29,86,31,609,2,76.19047619047619
13,10,70,62,976,2,85.45081967213115
15,27,58,11,469,0,71.42857142857143
13,43,38,62,669,2,76.15844544095665
19,11,2,76,210,1,55.0
2,38,75,91,210,2,13.57142857142857
2,25,6,0,920,2,94.83695652173913
8,12,48,69,177,2,34.18079096045197
5,7,25,135,771,1,85.34370946822308
12,27,32,132,200,2,18.75
1,29,47,85,493,2,72.61663286004057
7,8,78,38,816,1,84.92647058823529
1,38,1,22,520,0,86.34615384615384
3,30,70,67,512,0,69.82421875
14,20,31,3,779,0,88.38254172015405
3,46,3,125,79,2,0.0
12,33,19,20,522,0,80.3639846743295
11,30,35,104,606,1,74.58745874587459
12,24,31,65,129,2,4.263565891472865
13,11,27,6,88,2,17.61363636363636
19,0,76,48,289,2,52.24913494809689
17,21,0,15,606,0,87.95379537953795
5,39,59,144,639,0,68.77934272300469
10,36,55,83,386,0,55.82901554404145
1,46,34,86,957,2,84.5350052246604
18,0,29,97,910,1,87.52747252747253
18,0,53,74,849,2,85.15901060070671
4,41,35,33,329,1,63.22188449848024
18,41,54,25,165,2,0.6060606060606091
1,20,88,65,318,1,52.0440251572327
9,14,79,124,965,2,81.34715025906736
1,16,57,62,384,2,70.3125
10,21,82,86,361,1,51.10803324099723
17,37,64,40,102,1,0.0
14,34,68,97,117,1,0.0
8,44,50,123,743,1,73.95693135935397
18,15,21,78,83,1,0.0
8,7,87,9,845,1,86.03550295857988
2,46,52,14,867,1,84.77508650519032
8,16,99,41,435,1,63.333333333333336
13,16,35,92,298,2,56.04026845637584
18,25,67,16,160,1,7.1875
6,12,35,8,143,1,51.74825174825175
15,16,51,113,459,2,64.81481481481481
15,37,52,35,228,2,32.01754385964912
0,16,81,35,96,0,0.0
3,47,49,47,843,0,82.3250296559905
3,13,79,50,901,1,85.62708102108768
6,44,40,96,923,1,82.01516793066088
7,5,17,118,653,0,85.06891271056662
16,34,21,94,425,0,64.47058823529412
